pk,sk,assigned_cohort,fee,status_code,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,send_for_approval_mechanism_t_c,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship,created_at,created_month,created_quarter,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist
Learner#50975a32-b8f7-4b84-a4c0-b75b9bde2727,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/5/2023,,,,,B375816,test xyz,TSTCVSL,45656,TRUE,manual,,,,,,,,,,,,
Learner#79dc2eba-cfee-4fbd-8ea3-69b617bde946,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/3/2023,This is an auto approved opportunity,,,,B375816,test !23,TH8EU7O,64654,TRUE,manual,,,,,,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/9/2023,,,,,B375816,test xyz,TSTCVSL,,TRUE,manual,,,,,,,,,,,,
Learner#c8917e1d-4cbd-432c-a7e2-8f6b9dc9b00a,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/5/2023,,,,,B375816,test xyz,TSTCVSL,45656,TRUE,manual,,,,,,,,,,,,
Learner#44ee34f8-c6b7-43e4-ae10-238c63dc272a,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/5/2023,,,,,B375816,test xyz,TSTCVSL,64654,TRUE,manual,,,2/18/2024,February,Q1,,,,,,,
Learner#78a25165-3e57-4159-9e78-c0d5566ffb94,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,2/22/2023,2/22/2023,,,,,B375816,tree_reff,TRVNZD4,,TRUE,automatic,,,,,,,,,,,,
Learner#0b66c89b-37c3-4a6c-b35f-04fa45780df0,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/10/2023,,,,,B375816,test,TBORCTP,45656,TRUE,manual,,,4/27/2024,April,Q2,,,,,,,
Learner#3974a946-3a83-4e48-86af-819f47f4a458,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/9/2023,,,,,B375816,testing,TEUO8RW,64654,TRUE,manual,,,4/28/2024,April,Q2,,,,,,,
Learner#fdfc8adb-c638-44b1-b44c-3aad728c345d,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/10/2023,,,,,B375816,test,TBORCTP,45656,TRUE,manual,,,5/8/2024,May,Q2,,,,,,,
Learner#838ff3db-f3de-4ae4-9c06-29632039ad2c,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,2/23/2023,2/23/2023,,,,,B375816,"mmm,l,p",TVRHJI5,MMLLLL,TRUE,manual,,,5/22/2024,May,Q2,,,,,,,
Learner#3cacb4d5-6e17-48b2-b7a1-09b91462bc6f,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1010,Applied,,$0.00,,unpaid,,1/1/1970,7/15/2022,,,,,B375816,Mshringi112,T0f0ed0,,,automatic,,,6/28/2024,June,Q2,,,,,,,
Learner#dbfed8b9-40db-441b-baec-b846dfbef8b4,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,4/27/2023,,,,,B375816,Test team 1,TMT69Q6,45656,TRUE,manual,,,8/5/2024,August,Q3,,,,,,,
Learner#fc1ab387-95e3-42fd-9c6e-d519f4df2861,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/11/2023,,,,,B375816,v,TH7POR3,,,automatic,,,8/6/2024,August,Q3,,,,,,,
Learner#f3067028-feee-473a-8003-b114aa305ce3,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,2/23/2023,2/23/2023,,,,,B375816,"mmm,l,p",TVRHJI5,SADASSDAS,TRUE,manual,,,9/17/2024,September,Q3,,,,,,,
Learner#,Learner#000000000GBD0AX3Z6VYRG7R75,,$0.00,,,,,,,,6/14/2023,,,Competition,,,,,,,,,,,10/1/2024,October,Q4,,,,,,,"{'""sk'"":'""CompetitionUser#000000000GTY5ME84VHYP8JKGB'"""
Learner#d8dc4a5e-05cc-4bbe-9265-91e9243d8cca,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1110,Withdraw,5/12/2023,$0.00,,unpaid,,5/12/2023,5/10/2023,This is an auto approved opportunity,,,,B375816,teew,TVYLH06,45656,TRUE,manual,,,11/13/2024,November,Q4,,,,,,,
Learner#0d3baa9d-b6d0-4b98-8e83-b11823192989,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/9/2023,,,,,B375816,testing,TEUO8RW,45656,TRUE,manual,,,,,,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/15/2023,,,,,B375816,aeagsdg,TL2XJ0D,TESTING,TRUE,manual,,,3/13/2025,March,Q1,,,,,,,
Learner#eee8c261-7ba0-47ce-a544-a9c4eee76b77,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1110,Withdraw,5/12/2023,$0.00,,unpaid,,5/12/2023,5/10/2023,This is an auto approved opportunity,,,,B375816,teew,TVYLH06,45656,TRUE,manual,,,7/1/2025,July,Q3,,,,,,,
Learner#0164bd71-62b1-443b-92dc-8d7867e64d57,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1010,Applied,,$0.00,,unpaid,,1/1/1970,8/1/2022,,,,,B375816,shivam2,T6e0b1a,,,automatic,,,7/24/2025,July,Q3,,,,,,,
Learner#9f2cf20e-0c03-431e-a382-4a9c32337e0a,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/3/2023,This is an auto approved opportunity,,,,B375816,test !23,TH8EU7O,45656,TRUE,manual,,,9/2/2025,September,Q3,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#000000000GBD0AX3Z6VYRG7R75,,,1010,Applied,,$0.00,,unpaid,,2/22/2023,2/22/2023,,,,,B375816,tree_reff,TRVNZD4,,TRUE,automatic,,,,,,,,,,,,
Learner#b294bc2c-cab9-4df6-a846-bf5839ca2e26,Learner#000000000GBD0AX3Z6VYRG7R75,B375816,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/4/2023,This is an auto approved opportunity,,,,B375816,testing bug,T24F2AJ,64654,TRUE,manual,,,,,,,,,,,,
Learner#,Learner#000000000GBZ5VRTC3YS9T716N,,$10.00,,,,,,,,9/18/2025,,,Internship,,,,,,,,,,,10/31/2022,October,Q4,,,,,,,"""created_at'"":'""1701919060462'"""
Learner#0b0cc236-f78e-4afb-9217-98de5b563965,Learner#000000000GBZ5VRTC3YS9T716N,BJZTH3D,,1055,Not Started,#VALUE!,$0.00,,unpaid,,8/22/2024,11/3/2022,,,,,BJZTH3D,,,23478,TRUE,,,,3/1/2023,March,Q1,,,,,,,
Learner#d8dc4a5e-05cc-4bbe-9265-91e9243d8cca,Learner#000000000GBZ5VRTC3YS9T716N,,,1070,Team Allocated,6/9/2023,$0.00,,unpaid,,6/9/2023,6/9/2023,edgd,,,B332022,,,,,TRUE,,,For Experience,7/3/2023,July,Q3,,,,,,,
Learner#66616bc8-02aa-4ad8-92b5-b1881b3c81d2,Learner#000000000GBZ5VRTC3YS9T716N,B16M2OP,,1120,Rewards,8/21/2023,$0.00,,unpaid,,8/21/2023,8/21/2023,act,,,,B16M2OP,,,,TRUE,,,k,7/11/2023,July,Q3,,,,,,,
Learner#72d530e5-edca-40e6-b47f-1c1ddf06b4bf,Learner#000000000GBZ5VRTC3YS9T716N,B16M2OP,,1070,Team Allocated,,$0.00,,unpaid,,1/1/1970,1/11/2023,,,,B714569,,,,,TRUE,,,43322342,7/14/2023,July,Q3,,,,,,,
Learner#c4702ed3-5b2a-430f-9924-8af5b462acf6,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,9/7/2022,,,,B714569,,,,,TRUE,,,I want to add to my skills..,8/10/2023,August,Q3,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,3/1/2023,3/1/2023,,,,B911893,B16M2OP,,,,TRUE,,,Learn,8/18/2023,August,Q3,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#000000000GBZ5VRTC3YS9T716N,,,1030,Rejected,10/5/2023,$0.00,,unpaid,,10/5/2023,9/13/2023,r,,,,,,,,TRUE,,,yes,8/21/2023,August,Q3,https://sites.google.com/,,,,,,
Learner#e041ca64-ab5a-4108-99a1-514eb32b806c,Learner#000000000GBZ5VRTC3YS9T716N,,,1020,Accepted,#VALUE!,$0.00,,unpaid,,1/1/1970,10/30/2022,,,,,,,,,TRUE,,,LEARN,8/25/2023,August,Q3,,,,,,,
Learner#83f610d8-ee56-4b7c-a97f-ce9163f776e2,Learner#000000000GBZ5VRTC3YS9T716N,BJZTH3D,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,,1/1/1970,10/21/2022,,,,,BJZTH3D,,,,TRUE,,,,8/30/2023,August,Q3,,,,,,,
Learner#16cf3659-3079-4d98-99f7-d39ce14cc765,Learner#000000000GBZ5VRTC3YS9T716N,BJZTH3D,,1070,Team Allocated,#VALUE!,$0.00,4,unpaid,,3/19/2024,3/1/2023,This is an auto approved opportunity,,,,BJZTH3D,,,ETSTD,TRUE,,,,9/13/2023,September,Q3,,,,,,,
Learner#1e2deae8-ba02-4fd6-a4dd-02746e433985,Learner#000000000GBZ5VRTC3YS9T716N,B16M2OP,,1055,Not Started,#VALUE!,$0.00,,unpaid,,8/20/2024,3/1/2023,Accept,,,B714569,B16M2OP,,,,TRUE,,,I do have relevant skills and I wanted to work as a project manager,9/20/2023,September,Q3,,,,,,,
Learner#3cacb4d5-6e17-48b2-b7a1-09b91462bc6f,Learner#000000000GBZ5VRTC3YS9T716N,,,1055,Not Started,6/1/2023,$0.00,,unpaid,,8/13/2024,6/1/2023,Testing Production Issue,,,B332022,,,,,TRUE,,,Testing,,,,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$10.00,,unpaid,,12/14/2025,8/21/2023,,,,B332022,,,,,TRUE,,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry%27s standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum",2/29/2024,February,Q1,https://amtku.github.io/,,,,,,
Learner#7135e838-f314-4c28-89df-d275c2b60603,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,8/22/2022,,,,B332022,,,,,TRUE,,,dede,2/29/2024,February,Q1,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,1/25/2024,6/8/2023,,,,B911893,B16M2OP,,,,TRUE,,,Learning,3/18/2024,March,Q1,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#000000000GBZ5VRTC3YS9T716N,Test value1710846475045Test value1710940356396Test value1711012132287Test value1711020292512,,1120,Rewards,5/19/2023,"$705,061,430,793.00",,unpaid,,3/21/2024,5/19/2023,rfgwergTest value1705061891969,,,B714569,B16M2OP,,,,TRUE,,,Testing,9/12/2024,September,Q3,,,,,,,
Learner#af27e259-1abc-4ae4-a20c-7728b11fe454,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,8/25/2023,8/25/2023,,,,B332022,,,,,TRUE,,,For Experience,11/11/2024,November,Q4,,,,,,,
Learner#ca157ca9-b3ea-4ff7-879b-1a329743f8c5,Learner#000000000GBZ5VRTC3YS9T716N,B16M2OP,,1120,Rewards,8/21/2023,$0.00,,unpaid,,8/21/2023,8/21/2023,act,,,,B16M2OP,,,,TRUE,,,k,3/13/2025,March,Q1,,,,,,,
Learner#fc1ab387-95e3-42fd-9c6e-d519f4df2861,Learner#000000000GBZ5VRTC3YS9T716N,BJZTH3D,,1070,Team Allocated,5/12/2023,$0.00,,unpaid,,5/12/2023,5/11/2023,gdgdf,,,,BJZTH3D,,,,,,,,6/3/2025,June,Q2,,,,,,,
Learner#8d4c12bb-211d-459f-8b2d-653095f9b529,Learner#000000000GBZ5VRTC3YS9T716N,,,1010,Applied,,$0.00,,unpaid,,8/22/2023,8/22/2023,,,,B332022,,,,,TRUE,,,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don%27t look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn%27t anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.",,,,,,,,,,
Learner#2bfd744c-da35-4991-9e7e-607f544ba80e,Learner#000000000GBZ5VRTC3YS9T716N,BJZTH3D,,1070,Team Allocated,,$0.00,,unpaid,,1/1/1970,1/27/2023,,,,,BJZTH3D,,,234567,TRUE,,,,8/29/2025,August,Q3,,,,,,,
Learner#e4a555ac-ca4e-403e-b54f-52ddb484a238,Learner#000000000GBZ5VRTC3YS9T716N,,,1070,Team Allocated,9/13/2023,$0.00,,unpaid,,9/13/2023,9/13/2023,sdfgdsg,,,,,,,,TRUE,,,Y,10/24/2025,October,Q4,https://sites.google.com/,,,,,,
Learner#2f958f15-8e19-44e1-b54b-acd6ed6f0118,Learner#000000000GBZ5VRTC3YS9T716N,,,1030,Rejected,2/22/2023,$0.00,,unpaid,,11/17/2023,1/25/2023,Test update ref properties MSD,,,,,,,,TRUE,,,Testing internships apply,12/15/2025,December,Q4,,,,,,,
Learner#eaa82c3b-9f4a-439a-92eb-de980d9788f4,Learner#000000000GCFCE4M1KXWBCRX9G,B168685,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,TRUE,1/1/1970,10/26/2022,,,,,B168685,,,,,,,,3/9/2023,March,Q1,,,,,,,
Learner#6c82039f-8065-4837-b0b1-f69d517ec18b,Learner#000000000GCFCE4M1KXWBCRX9G,,,1040,Waitlisted,,$0.00,,unpaid,TRUE,2/28/2023,2/28/2023,,,,,B168685,,,,,,,,6/26/2023,June,Q2,,,,,,,
Learner#5a585b81-34a5-4b2c-942c-f867c371c2ac,Learner#000000000GCFCE4M1KXWBCRX9G,B168685,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,TRUE,1/1/1970,10/26/2022,,,,,B168685,,,,,,,,8/3/2023,August,Q3,,,,,,,
Learner#,Learner#000000000GCFCE4M1KXWBCRX9G,,$0.00,,,,,,,,8/21/2023,,,Career,,,,,,,,,,,1/2/2024,January,Q1,,,,,,,"""ref_properties'"":'""{\'""relation_id\'"":\'""79WZQ4\'""}'""}"""
Learner#2bfd744c-da35-4991-9e7e-607f544ba80e,Learner#000000000GCFCE4M1KXWBCRX9G,B168685,,1070,Team Allocated,,$0.00,,unpaid,TRUE,1/1/1970,1/27/2023,,,,,B168685,,,,,,,,1/30/2024,January,Q1,,,,,,,
Learner#4e833f6f-32da-41ba-9f41-66cef6d36d31,Learner#000000000GCFCE4M1KXWBCRX9G,B168685,,1070,Team Allocated,,$0.00,,unpaid,TRUE,1/1/1970,1/27/2023,,,,,B168685,,,,,,,,4/22/2024,April,Q2,,,,,,,
Learner#32304640-cc9e-4f4a-a26c-098ddcafd2a7,Learner#000000000GCFCE4M1KXWBCRX9G,B168685,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,TRUE,1/1/1970,10/26/2022,,,,,B168685,,,,,,,,10/3/2024,October,Q4,,,,,,,
Learner#918e4595-2982-4de5-9bcb-eb1137fa4495,Learner#000000000GCFCE4M1KXWBCRX9G,,,1050,Dropped,,$0.00,,unpaid,TRUE,1/1/1970,2/3/2023,,,,,B168685,,,,,,,,10/7/2024,October,Q4,,,,,,,
Learner#1c18f3e9-b924-437f-ac54-be0ff6969732,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,1/16/2023,,,,,B202074,India,T6DVGL5,,TRUE,automatic,,,2/22/2023,February,Q1,,,,,,,
Learner#4d95861a-bb3f-47ff-8499-230d18783ea2,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/9/2023,5/4/2023,This is an auto approved opportunity,,,,B202074,test 1234,TB9CZLI,45656,TRUE,manual,,,3/1/2023,March,Q1,,,,,,,
Learner#4d359235-9511-4859-98ef-9eeb29844ab8,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/12/2023,$0.00,,unpaid,,5/12/2023,5/12/2023,This is an auto approved opportunity,,,,B202074,zzvdx,T136DHU,45656,TRUE,manual,,,4/11/2023,April,Q2,,,,,,,
Learner#db3ca45e-7784-4db9-9ea2-7c4f59d519db,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,,4/4/2023,4/3/2023,accept,,,,B202074,test e2e,T96NKNA,,TRUE,automatic,,,6/15/2023,June,Q2,,,,,,,
Learner#7232371c-9ec4-476d-b7ba-3fe16e49ad1f,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,6/20/2023,,,,,B202074,test 333,T56IEBA,64654,TRUE,automatic,,,,,,,,,,,,
Learner#3cacb4d5-6e17-48b2-b7a1-09b91462bc6f,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,,$0.00,,unpaid,,1/1/1970,1/13/2023,,,,,B202074,scasca,T0X181Z,ASAXX,TRUE,automatic,,,8/30/2023,August,Q3,,,,,,,
Learner#e7cbffdf-492a-483f-85e1-b1563cce83fc,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/4/2023,,,,,B202074,bug,T2Y5SP3,45656,TRUE,manual,,,9/21/2023,September,Q3,,,,,,,
Learner#78a25165-3e57-4159-9e78-c0d5566ffb94,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,2/22/2023,2/22/2023,,,,,B202074,ref_test,TFAYVM2,,TRUE,automatic,,,9/22/2023,September,Q3,,,,,,,
Learner#79bac6f6-bee2-4169-a792-fff5b29c5b12,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,3/1/2023,3/1/2023,,,,,B202074,TeamB,TM14H7M,DASDDA,TRUE,automatic,,,9/28/2023,September,Q3,,,,,,,
Learner#4e833f6f-32da-41ba-9f41-66cef6d36d31,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,1/24/2023,,,,,B202074,Test Team,THMTYN2,234567,TRUE,automatic,,,10/4/2023,October,Q4,,,,,,,
Learner#e041ca64-ab5a-4108-99a1-514eb32b806c,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,2/22/2023,2/22/2023,,,,,B202074,test_ref,TYQFIOT,,TRUE,automatic,,,10/10/2023,October,Q4,,,,,,,
Learner#9429858e-b509-4885-b81f-e95979352ce5,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,,1/1/1970,10/31/2022,,,,,B202074,Akshith%27s Team,T9db554,23478,TRUE,automatic,,,,,,,,,,,,
Learner#fdfc8adb-c638-44b1-b44c-3aad728c345d,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/9/2023,,,,,B202074,test 2,TN947AY,45656,TRUE,manual,,,,,,,,,,,,
Learner#bd48afc5-2bac-403e-b053-242d4e66a6e8,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,2/20/2023,,,,,B202074,Racks,TVZDS1X,GFDGH,TRUE,automatic,,,3/4/2024,March,Q1,,,,,,,
Learner#6c82039f-8065-4837-b0b1-f69d517ec18b,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,2/20/2023,,,,,B202074,Racks,TVZDS1X,DSADA,TRUE,automatic,,,4/11/2024,April,Q2,,,,,,,
Learner#,Learner#000000000GEA0ACZBFEJARTB5C,,$0.00,,,,,,,,6/18/2025,,,Internship,,,,,,,,,,,4/22/2024,April,Q2,,,,,,,"""ref_properties'"":'""{\'""relation_id\'"":\'""GQ4WHK\'""}'""}"
Learner#b294bc2c-cab9-4df6-a846-bf5839ca2e26,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/4/2023,This is an auto approved opportunity,,,,B202074,teststifhf,TYRCOE7,45656,TRUE,manual,,,4/25/2024,April,Q2,,,,,,,
Learner#9139962f-8c4f-4167-a1a1-65253f7384b8,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/4/2023,This is an auto approved opportunity,,,,B202074,bug,TW987I0,45656,TRUE,manual,,,5/1/2024,May,Q2,,,,,,,
Learner#b20d1870-25e8-4b99-b783-58a358cbba74,Learner#000000000GEA0ACZBFEJARTB5C,,,1011,Send,,$0.00,,unpaid,,1/1/1970,1/20/2023,,,,,B202074,MSD,T8649OE,,TRUE,manual,,,5/13/2024,May,Q2,,,,,,,
Learner#50975a32-b8f7-4b84-a4c0-b75b9bde2727,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/5/2023,$0.00,,unpaid,,5/12/2023,5/5/2023,This is an auto approved opportunity,,,,B202074,test 12345,TY1QX0K,45656,TRUE,manual,,,5/17/2024,May,Q2,,,,,,,
Learner#5ea2f813-d909-497c-b92d-fdac9e5d9d6a,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,5/12/2023,$0.00,,unpaid,,5/12/2023,5/12/2023,This is an auto approved opportunity,,,,B202074,vsfdf,TTSPJ5J,45656,TRUE,manual,,,6/6/2024,June,Q2,,,,,,,
Learner#c11ddd7f-eb54-4c73-bff0-eb4109683369,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,#VALUE!,$0.00,,unpaid,,1/1/1970,10/31/2022,,,,,B202074,Akshith%27s Team,T9db554,23478,TRUE,automatic,,,6/6/2024,June,Q2,,,,,,,
Learner#c8917e1d-4cbd-432c-a7e2-8f6b9dc9b00a,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/5/2023,$0.00,,unpaid,,5/5/2023,5/5/2023,This is an auto approved opportunity,,,,B202074,test 12345,TY1QX0K,45656,TRUE,manual,,,6/9/2024,June,Q2,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,2/22/2023,2/22/2023,,,,,B202074,ref_test,TFAYVM2,,TRUE,automatic,,,,,,,,,,,,
Learner#110c5be2-7daf-4dfb-be7e-c05d252ca1ff,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/4/2023,$0.00,,unpaid,,5/4/2023,5/4/2023,This is an auto approved opportunity,,,,B202074,test 1234,TB9CZLI,45656,TRUE,manual,,,8/7/2024,August,Q3,,,,,,,
Learner#7d3a9e43-8b49-497e-b92f-c74a378f8067,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,2/22/2023,,,,,B202074,India,T6DVGL5,,TRUE,automatic,,,8/9/2024,August,Q3,,,,,,,
Learner#0b66c89b-37c3-4a6c-b35f-04fa45780df0,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,5/9/2023,,,,,B202074,test 2,TN947AY,64654,TRUE,manual,,,8/14/2024,August,Q3,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,6/20/2023,,,,,B202074,test 333,T56IEBA,45656,TRUE,automatic,,,8/22/2024,August,Q3,,,,,,,
Learner#eee8c261-7ba0-47ce-a544-a9c4eee76b77,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/10/2023,$0.00,,unpaid,,5/12/2023,5/10/2023,This is an auto approved opportunity,,,,B202074,test,T2OD1N8,45656,TRUE,manual,,,9/29/2024,September,Q3,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,6/20/2023,,,,,B202074,Test,TJ5NQ77,ERQ34,TRUE,manual,,,9/30/2024,September,Q3,,,,,,,
Learner#83f610d8-ee56-4b7c-a97f-ce9163f776e2,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1070,Team Allocated,,$0.00,,unpaid,,1/1/1970,1/20/2023,,,,,B202074,MSD,T8649OE,,TRUE,manual,,,10/6/2024,October,Q4,,,,,,,
Learner#55413164-e880-419d-8b3d-9ebe12c88cd7,Learner#000000000GEA0ACZBFEJARTB5C,,,1010,Applied,,$0.00,,unpaid,,1/1/1970,6/20/2023,,,,,B202074,Test,TJ5NQ77,12345,TRUE,manual,,,12/18/2024,December,Q4,,,,,,,
Learner#d8dc4a5e-05cc-4bbe-9265-91e9243d8cca,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1110,Withdraw,5/10/2023,$0.00,,unpaid,,5/12/2023,5/10/2023,This is an auto approved opportunity,,,,B202074,test,T2OD1N8,45656,TRUE,manual,,,3/10/2025,March,Q1,,,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#000000000GEA0ACZBFEJARTB5C,B202074,,1011,Send,,$0.00,,unpaid,,11/4/2024,11/18/2022,,,,,B202074,JUIO,T2fd4cd,23478,TRUE,automatic,,,3/11/2025,March,Q1,,,,,,,
